"probe_id","symbol"
"5791_at","PTPRE"
"5792_at_AB_1:9;31:52","PTPRF"
"5792_at_AB_10:30","PTPRF"
"5793_at","PTPRG"
"5794_at","PTPRH"
"5795_at","PTPRJ"
"5796_at_AB_8:17","PTPRK"
"5796_at_AB_1:7;18:39","PTPRK"
"5797_at","PTPRM"
"5798_at","PTPRN"
"5799_at","PTPRN2"
"5800_at_AB_1:9;17:26","PTPRO"
"5800_at_AB_10:16;27:50","PTPRO"
"5801_at","PTPRR"
"5802_at","PTPRS"
"5803_at_AB_10:31","PTPRZ1"
"5803_at_AB_1:9","PTPRZ1"
"5805_at","PTS"
"5806_at","PTX3"
"5810_at","RAD1"
"5813_at","PURA"
"5814_at","PURB"
"5816_at","PVALB"
"5817_at","PVR"
"5818_at","NECTIN1"
"5819_at","NECTIN2"
"5824_at","PEX19"
"5825_at_AB_14:20","ABCD3"
"5825_at_AB_1:7","ABCD3"
"5825_at_AB_8:13","ABCD3"
"5825_at_AB_21:43","ABCD3"
"5826_at","ABCD4"
"5827_at","PXMP2"
"5828_at","PEX2"
"5829_at_AB_1:27","PXN"
"5829_at_AB_28:67","PXN"
"5830_at","PEX5"
"5831_at","PYCR1"
"5832_at","ALDH18A1"
"5833_at","PCYT2"
"5834_at","PYGB"
"5836_at","PYGL"
"5837_at","PYGM"
"5858_at","PZP"
"5859_at","QARS1"
"5860_at","QDPR"
"5861_at_AB_12:22","RAB1A"
"5861_at_AB_1:11","RAB1A"
"5862_at_AB_8:35","RAB2A"
"5862_at_AB_1:7","RAB2A"
"5863_at","RGL2"
"5864_at","RAB3A"
"5865_at","RAB3B"
"5866_at","RAB3IL1"
"5867_at","RAB4A"
"5868_at_AB_20:28","RAB5A"
"5868_at_AB_1:19","RAB5A"
"5869_at","RAB5B"
"5870_at","RAB6A"
"5871_at","MAP4K2"
"5872_at","RAB13"
"5873_at","RAB27A"
"5874_at","RAB27B"
"5875_at","RABGGTA"
"5876_at","RABGGTB"
"5877_at","RABIF"
"5878_at","RAB5C"
"5879_at","RAC1"
"5880_at","RAC2"
"5881_at","RAC3"
"5883_at","RAD9A"
"5884_at","RAD17"
"5885_at","RAD21"
"5886_at_AB_23:37","RAD23A"
"5886_at_AB_1:22","RAD23A"
"5887_at_AB_32:40","RAD23B"
"5887_at_AB_1:31","RAD23B"
"5888_at","RAD51"
"5889_at","RAD51C"
"5890_at","RAD51B"
"5891_at","MOK"
"5892_at","RAD51D"
"5893_at","RAD52"
"5894_at","RAF1"
"5896_at","RAG1"
"5897_at","RAG2"
"5898_at","RALA"
"5899_at","RALB"
"5900_at_AB_30:44","RALGDS"
"5900_at_AB_1:29","RALGDS"
"5901_at_AB_10:19","RAN"
"5901_at_AB_1:9","RAN"
"5902_at","RANBP1"
"5903_at","RANBP2"
"5905_at","RANGAP1"
"5906_at","RAP1A"
"5909_at","RAP1GAP"
"5910_at_AB_1:16","RAP1GDS1"
"5910_at_AB_17:27","RAP1GDS1"
"5911_at","RAP2A"
"5912_at","RAP2B"
"5913_at","RAPSN"
"5914_at","RARA"
"5915_at","RARB"
"5916_at","RARG"
"5917_at","RARS1"
"5918_at","RARRES1"
"5919_at","RARRES2"
"5920_at","PLAAT4"
"5921_at_AB_9:19","RASA1"
"5921_at_AB_1:8","RASA1"
"5922_at","RASA2"
"5923_at","RASGRF1"
"5924_at","RASGRF2"
"5925_at_AB_1:10;20:30","RB1"
"5925_at_AB_11:19","RB1"
"5926_at","ARID4A"
"5927_at_AB_11:73","KDM5A"
"5927_at_AB_1:10","KDM5A"
"5928_at","RBBP4"
"5929_at","RBBP5"
"5930_at_AB_22:53","RBBP6"
"5930_at_AB_1:8;10:21","RBBP6"
"5931_at","RBBP7"
"5932_at","RBBP8"
"5933_at","RBL1"
"5934_at","RBL2"
"5935_at","RBM3"
"5936_at","RBM4"
"5937_at","RBMS1"
"5939_at","RBMS2"
"5947_at_AB_11:21","RBP1"
"5947_at_AB_1:10","RBP1"
"5948_at","RBP2"
"5949_at","RBP3"
"5950_at","RBP4"
"5955_at","RCN2"
"5957_at","RCVRN"
"5961_at","PRPH2"
"5962_at","RDX"
"5965_at","RECQL"
"5966_at","REL"
"5967_at","REG1A"
"5968_at","REG1B"
"5969_at","REG1CP"
"5970_at","RELA"
"5971_at","RELB"
"5972_at","REN"
"5973_at","RENBP"
"5976_at","UPF1"
"5977_at","DPF2"
"5978_at","REST"
"5979_at","RET"
"5980_at_AB_1:11","REV3L"
"5980_at_AB_12:22","REV3L"
"5981_at_AB_11:32","RFC1"
"5981_at_AB_1:10","RFC1"
"5982_at","RFC2"
"5983_at_AB_23:33","RFC3"
"5983_at_AB_1:22","RFC3"
"5984_at","RFC4"
"5985_at","RFC5"
"5986_at","RFNG"
"5987_at","TRIM27"
"5988_at","RFPL1"
"5989_at","RFX1"
"5990_at","RFX2"
"5991_at","RFX3"
"5992_at","RFX4"
"5993_at","RFX5"
"5994_at","RFXAP"
"5995_at","RGR"
"5996_at","RGS1"
"5997_at","RGS2"
"5998_at","RGS3"
"5999_at","RGS4"
"6000_at","RGS7"
"6001_at","RGS10"
"6002_at","RGS12"
"6003_at","RGS13"
"6004_at","RGS16"
"6005_at","RHAG"
"6006_at","RHCE"
"6007_at","RHD"
"6009_at_AB_1:3;8:19","RHEB"
"6009_at_AB_4:7","RHEB"
"6010_at","RHO"
"6011_at","GRK1"
"6013_at","RLN1"
"6014_at","RIT2"
"6015_at","RING1"
"6016_at_AB_11:32","RIT1"
"6016_at_AB_1:10","RIT1"
"6017_at","RLBP1"
"6018_at","RLF"
"6019_at","RLN2"
"6035_at","RNASE1"
"6036_at","RNASE2"
"6037_at","RNASE3"
"6038_at","RNASE4"
"6039_at","RNASE6"
"6041_at","RNASEL"
"6043_at","SNORA63"
"6044_at","SNORA62"
"6045_at","RNF2"
"6046_at_AB_11:21","BRD2"
"6046_at_AB_1:10","BRD2"
"6049_at","RNF6"
"6050_at","RNH1"
"6051_at","RNPEP"
"6059_at","ABCE1"
"6079_at","SNORD15A"
"6091_at_AB_1:20","ROBO1"
"6091_at_AB_21:31","ROBO1"
"6092_at","ROBO2"
"6093_at","ROCK1"
"6094_at","ROM1"
"6095_at_AB_1:9","RORA"
"6095_at_AB_10:31","RORA"
"6096_at","RORB"
"6097_at","RORC"
"6098_at","ROS1"
"6101_at","RP1"
"6102_at","RP2"
"6103_at","RPGR"
"6117_at","RPA1"
"6118_at","RPA2"
"6119_at","RPA3"
"6120_at","RPE"
"6121_at","RPE65"
"6122_at","RPL3"
"6123_at","RPL3L"
"6124_at","RPL4"
"6125_at","RPL5"
"6132_at","RPL8"
"6133_at","RPL9"
"6134_at","RPL10"
"6135_at","RPL11"
"6137_at","RPL13"
"6138_at","RPL15"
"6141_at","RPL18"
"6146_at","RPL22"
"6150_at","MRPL23"
"6152_at","RPL24"
"6155_at","RPL27"
"6156_at","RPL30"
"6157_at","RPL27A"
"6158_at","RPL28"
"6160_at_AB_26:36","RPL31"
"6160_at_AB_1:25","RPL31"
"6161_at","RPL32"
"6164_at","RPL34"
"6165_at","RPL35A"
"6166_at","RPL36AL"
"6167_at","RPL37"
"6168_at","RPL37A"
"6169_at","RPL38"
"6171_at","RPL41"
"6181_at","RPLP2"
"6182_at","MRPL12"
"6183_at","MRPS12"
"6184_at","RPN1"
"6185_at","RPN2"
"6189_at","RPS3A"
"6191_at","RPS4X"
"6192_at","RPS4Y1"
"6193_at","RPS5"
"6194_at","RPS6"
"6195_at","RPS6KA1"
"6196_at","RPS6KA2"
"6197_at","RPS6KA3"
"6198_at","RPS6KB1"
"6199_at","RPS6KB2"
"6205_at","RPS11"
"6206_at","RPS12"
"6208_at","RPS14"
"6210_at_AB_1:8","RPS15A"
"6210_at_AB_9:15","RPS15A"
"6217_at","RPS16"
"6218_at","RPS17"
"6223_at","RPS19"
"6224_at","RPS20"
"6228_at_AB_11:20","RPS23"
"6228_at_AB_1:10","RPS23"
"6229_at","RPS24"
"6230_at","RPS25"
"6231_at","RPS26"
"6233_at","RPS27A"
"6235_at","RPS29"
"6236_at","RRAD"
"6237_at","RRAS"
"6238_at","RRBP1"
"6239_at_AB_53:70","RREB1"
"6239_at_AB_1:52","RREB1"
"6240_at_AB_1:9","RRM1"
"6240_at_AB_10:30","RRM1"
"6241_at","RRM2"
"6242_at","RTKN"
"6247_at","RS1"
"6248_at","RSC1A1"
"6249_at_AB_1:21","CLIP1"
"6249_at_AB_22:36","CLIP1"
"6251_at_AB_15:25","RSU1"
"6251_at_AB_1:14","RSU1"
"6252_at","RTN1"
"6253_at","RTN2"
"6256_at_AB_10:20","RXRA"
"6256_at_AB_1:9","RXRA"
"6257_at","RXRB"
"6258_at","RXRG"
"6259_at","RYK"
"6261_at","RYR1"
"6262_at","RYR2"
"6263_at","RYR3"
"6271_at","S100A1"
"6272_at","SORT1"
"6273_at","S100A2"
"6274_at","S100A3"
"6275_at","S100A4"
"6276_at","S100A5"
"6277_at","S100A6"
"6278_at","S100A7"
"6279_at","S100A8"
"6280_at","S100A9"
"6281_at","S100A10"
"6282_at","S100A11"
"6283_at","S100A12"
"6284_at","S100A13"
"6285_at","S100B"
"6286_at","S100P"
"6288_at","SAA1"
"6289_at_AB_1:4","SAA2"
"6289_at_AB_5:12","SAA2"
"6290_at","SAA3P"
"6293_at","VPS52"
"6294_at","SAFB"
"6295_at","SAG"
"6296_at","ACSM3"
"6297_at","SALL2"
"6299_at","SALL1"
"6300_at","MAPK12"
"6301_at","SARS1"
"6302_at","TSPAN31"
"6303_at","SAT1"
"6304_at_AB_1:21","SATB1"
"6304_at_AB_22:32","SATB1"
"6305_at","SBF1"
"6307_at","MSMO1"
"6309_at","SC5D"
"6310_at","ATXN1"
"6311_at","ATXN2"
"6314_at","ATXN7"
"6315_at","ATXN8OS"
"6317_at","SERPINB3"
"6318_at","SERPINB4"
"6319_at","SCD"
"6320_at","CLEC11A"
"6322_at","SCML1"
"6323_at","SCN1A"
"6324_at","SCN1B"
"6326_at","SCN2A"
"6327_at","SCN2B"
"6328_at_AB_1:17","SCN3A"
"6328_at_AB_18:28","SCN3A"
"6329_at","SCN4A"
"6330_at","SCN4B"
"6331_at","SCN5A"
"6332_at","SCN7A"
"6334_at","SCN8A"
"6335_at","SCN9A"
"6336_at","SCN10A"
"6337_at_AB_12:21","SCNN1A"
"6337_at_AB_1:11","SCNN1A"
"6338_at","SCNN1B"
"6339_at","SCNN1D"
"6340_at","SCNN1G"
"6341_at","SCO1"
"6342_at_AB_1:7","SCP2"
"6342_at_AB_8:23","SCP2"
"6343_at","SCT"
"6344_at","SCTR"
"6345_at","SRL"
"6346_at","CCL1"
"6347_at","CCL2"
"6348_at","CCL3"
"6351_at","CCL4"
"6352_at","CCL5"
"6354_at","CCL7"
"6355_at","CCL8"
"6356_at","CCL11"
"6357_at","CCL13"
"6359_at","CCL15"
"6360_at","CCL16"
"6361_at","CCL17"
"6362_at","CCL18"
"6363_at","CCL19"
"6364_at","CCL20"
"6366_at","CCL21"
"6367_at","CCL22"
"6368_at","CCL23"
"6369_at","CCL24"
"6370_at","CCL25"
"6372_at","CXCL6"
"6373_at","CXCL11"
"6374_at","CXCL5"
"6375_at","XCL1"
"6376_at","CX3CL1"
"6382_at","SDC1"
"6383_at_AB_35:56","SDC2"
"6383_at_AB_1:34","SDC2"
"6385_at","SDC4"
"6386_at_AB_7:13","SDCBP"
"6386_at_AB_1:6","SDCBP"
"6387_at_AB_36:46","CXCL12"
"6387_at_AB_10:35","CXCL12"
"6387_at_AB_1:9","CXCL12"
"6388_at","SDF2"
"6389_at","SDHA"
"6390_at","SDHB"
"6391_at","SDHC"
"6396_at_AB_10:33","SEC13"
"6396_at_AB_1:9","SEC13"
"6397_at","SEC14L1"
"6398_at","SECTM1"
"6399_at","TRAPPC2"
"6400_at","SEL1L"
"6401_at_AB_1:6","SELE"
"6401_at_AB_7:19","SELE"
"6402_at_AB_6:20","SELL"
"6402_at_AB_1:5","SELL"
"6403_at","SELP"
"6404_at","SELPLG"
"6405_at","SEMA3F"
"6406_at","SEMG1"
"6407_at","SEMG2"
"6414_at","SELENOP"
"6415_at","SELENOW"
"6416_at","MAP2K4"
"6418_at","SET"
"6419_at","SETMAR"
"6421_at","SFPQ"
"6422_at_AB_11:43","SFRP1"
"6422_at_AB_1:10","SFRP1"
"6423_at","SFRP2"
"6424_at","SFRP4"
"6425_at","SFRP5"
"6426_at_AB_1:14","SRSF1"
"6426_at_AB_15:32","SRSF1"
"6427_at","SRSF2"
"6428_at","SRSF3"
"6429_at","SRSF4"
"6430_at_AB_60:92","SRSF5"
"6430_at_AB_42:59","SRSF5"
"6430_at_AB_1:41","SRSF5"
"6431_at_AB_6:16","SRSF6"
"6431_at_AB_1:5","SRSF6"
"6432_at_AB_23:37","SRSF7"
"6432_at_AB_1:22","SRSF7"
"6433_at_AB_1:20","SFSWAP"
"6433_at_AB_21:38","SFSWAP"
"6434_at_AB_50:73","TRA2B"
"6434_at_AB_1:49","TRA2B"
"6439_at","SFTPB"
"6440_at","SFTPC"
"6441_at","SFTPD"
"6442_at_AB_1:15","SGCA"
"6442_at_AB_16:24","SGCA"
"6443_at","SGCB"
"6444_at","SGCD"
"6445_at","SGCG"
"6446_at_AB_12:41","SGK1"
"6446_at_AB_1:11","SGK1"
"6447_at","SCG5"
"6448_at","SGSH"
"6449_at","SGTA"
"6451_at_AB_1:35","SH3BGRL"
"6451_at_AB_36:52","SH3BGRL"
"6452_at_AB_1:11","SH3BP2"
"6452_at_AB_12:44","SH3BP2"
"6453_at_AB_19:27;58:86","ITSN1"
"6453_at_AB_1:18;28:30","ITSN1"
"6453_at_AB_31:57","ITSN1"
"6455_at","SH3GL1"
"6456_at","SH3GL2"
"6457_at","SH3GL3"
"6461_at","SHB"
"6462_at","SHBG"
"6464_at","SHC1"
"6468_at","FBXW4"
"6469_at","SHH"
"6470_at_AB_22:33","SHMT1"
"6470_at_AB_1:21","SHMT1"
"6472_at","SHMT2"
"6473_at","SHOX"
"6474_at_AB_25:35","SHOX2"
"6474_at_AB_1:24","SHOX2"
"6476_at","SI"
"6477_at_AB_1:24","SIAH1"
"6477_at_AB_25:47","SIAH1"
"6478_at","SIAH2"
"6480_at_AB_1:9","ST6GAL1"
"6480_at_AB_10:33","ST6GAL1"
"6482_at","ST3GAL1"
"6483_at","ST3GAL2"
"6484_at","ST3GAL4"
"6487_at","ST3GAL3"
"6489_at","ST8SIA1"
"6490_at","PMEL"
"6491_at","STIL"
"6492_at","SIM1"
"6493_at","SIM2"
"6494_at","SIPA1"
"6495_at","SIX1"
"6496_at","SIX3"
"6497_at","SKI"
"6498_at","SKIL"
"6499_at","SKIC2"
"6500_at_AB_1:12","SKP1"
"6500_at_AB_13:23","SKP1"
"6502_at","SKP2"
"6503_at_AB_12:33","SLA"
"6503_at_AB_1:11","SLA"
"6504_at","SLAMF1"
"6505_at","SLC1A1"
"6506_at","SLC1A2"
"6507_at","SLC1A3"
"6508_at","SLC4A3"
"6509_at","SLC1A4"
"6510_at","SLC1A5"
"6511_at_AB_1:9","SLC1A6"
"6511_at_AB_10:19","SLC1A6"
"6512_at","SLC1A7"
"6513_at_AB_33:42","SLC2A1"
"6513_at_AB_1:32","SLC2A1"
"6514_at","SLC2A2"
"6517_at","SLC2A4"
"6518_at_AB_27:50","SLC2A5"
"6518_at_AB_1:26","SLC2A5"
"6519_at","SLC3A1"
"6520_at","SLC3A2"
"6521_at","SLC4A1"
"6522_at","SLC4A2"
"6523_at","SLC5A1"
"6524_at","SLC5A2"
"6525_at_AB_15:64","SMTN"
"6525_at_AB_1:14","SMTN"
"6526_at","SLC5A3"
"6527_at","SLC5A4"
"6528_at","SLC5A5"
"6529_at","SLC6A1"
"6530_at","SLC6A2"
"6531_at","SLC6A3"
"6532_at","SLC6A4"
"6533_at","SLC6A6"
"6534_at","SLC6A7"
"6535_at","SLC6A8"
"6536_at","SLC6A9"
"6538_at","SLC6A11"
"6539_at","SLC6A12"
"6540_at","SLC6A13"
"6541_at","SLC7A1"
"6542_at_AB_9:41","SLC7A2"
"6542_at_AB_1:8","SLC7A2"
"6543_at","SLC8A2"
"6545_at","SLC7A4"
"6546_at_AB_11:21","SLC8A1"
"6546_at_AB_1:10","SLC8A1"
"6547_at","SLC8A3"
"6548_at","SLC9A1"
"6549_at","SLC9A2"
"6550_at","SLC9A3"
"6553_at","SLC9A5"
"6554_at","SLC10A1"
"6555_at","SLC10A2"
"6556_at","SLC11A1"
"6557_at","SLC12A1"
"6558_at_AB_21:31","SLC12A2"
"6558_at_AB_1:20","SLC12A2"
"6559_at","SLC12A3"
"6560_at","SLC12A4"
"6561_at","SLC13A1"
"6563_at","SLC14A1"
"6564_at","SLC15A1"
"6565_at","SLC15A2"
"6566_at","SLC16A1"
"6567_at","SLC16A2"
"6568_at","SLC17A1"
"6569_at","SLC34A1"
"6570_at","SLC18A1"
"6571_at","SLC18A2"
"6572_at","SLC18A3"
"6573_at","SLC19A1"
"6574_at","SLC20A1"
"6575_at","SLC20A2"
"6576_at","SLC25A1"
"6578_at","SLCO2A1"
"6579_at","SLCO1A2"
"6580_at","SLC22A1"
"6581_at","SLC22A3"
"6582_at","SLC22A2"
"6583_at","SLC22A4"
"6584_at","SLC22A5"
"6585_at","SLIT1"
"6586_at","SLIT3"
"6588_at","SLN"
"6590_at","SLPI"
"6591_at","SNAI2"
"6594_at_AB_35:45","SMARCA1"
"6594_at_AB_1:34","SMARCA1"
"6595_at_AB_1:10","SMARCA2"
"6595_at_AB_11:26","SMARCA2"
"6595_at_AB_27:76","SMARCA2"
"6596_at","HLTF"
"6597_at_AB_11:52","SMARCA4"
"6597_at_AB_1:10","SMARCA4"
"6598_at","SMARCB1"
"6599_at_AB_22:43","SMARCC1"
"6599_at_AB_1:21","SMARCC1"
"6601_at","SMARCC2"
"6602_at","SMARCD1"
"6603_at","SMARCD2"
"6604_at","SMARCD3"
"6605_at_AB_18:38","SMARCE1"
"6605_at_AB_1:17","SMARCE1"
"6608_at","SMO"
"6609_at","SMPD1"
"6610_at","SMPD2"
"6612_at","SUMO3"
"6614_at","SIGLEC1"
"6615_at","SNAI1"
"6616_at","SNAP25"
"6617_at","SNAPC1"
"6618_at","SNAPC2"
"6619_at_AB_26:41","SNAPC3"
"6619_at_AB_1:25","SNAPC3"
"6620_at","SNCB"
"6621_at","SNAPC4"
"6622_at_AB_1:19","SNCA"
"6622_at_AB_20:59","SNCA"
"6623_at","SNCG"
"6624_at","FSCN1"
"6625_at","SNRNP70"
"6626_at","SNRPA"
"6628_at","SNRPB"
"6629_at","SNRPB2"
"6631_at","SNRPC"
"6632_at","SNRPD1"
"6633_at","SNRPD2"
"6634_at","SNRPD3"
"6635_at","SNRPE"
"6636_at","SNRPF"
"6637_at_AB_12:20","SNRPG"
"6637_at_AB_1:11","SNRPG"
"6640_at","SNTA1"
"6641_at_AB_11:43","SNTB1"
"6641_at_AB_1:10","SNTB1"
"6642_at_AB_1:10","SNX1"
"6642_at_AB_11:21","SNX1"
"6643_at","SNX2"
"6645_at","SNTB2"
"6646_at","SOAT1"
"6647_at","SOD1"
"6648_at_AB_31:39","SOD2"
"6648_at_AB_1:9","SOD2"
"6648_at_AB_10:30","SOD2"
"6649_at","SOD3"
"6650_at","CAPN15"
"6651_at_AB_12:26","SON"
"6651_at_AB_1:11","SON"
"6653_at","SORL1"
"6654_at_AB_1:11","SOS1"
"6654_at_AB_12:40","SOS1"
"6655_at","SOS2"
"6656_at","SOX1"
"6657_at","SOX2"
"6658_at","SOX3"
"6659_at","SOX4"
"6660_at","SOX5"
"6662_at","SOX9"
"6663_at","SOX10"
"6664_at","SOX11"
"6665_at_AB_13:23","SOX15"
"6665_at_AB_1:12","SOX15"
"6666_at","SOX12"
"6667_at_AB_12:24","SP1"
"6667_at_AB_1:11","SP1"
"6668_at","SP2"
"6670_at","SP3"
"6671_at","SP4"
"6672_at","SP100"
"6674_at","SPAG1"
"6675_at","UAP1"
"6676_at","SPAG4"
"6677_at","SPAM1"
"6678_at_AB_14:61","SPARC"
"6678_at_AB_62:72","SPARC"
"6678_at_AB_2:13","SPARC"
"6683_at","SPAST"
"6687_at","SPG7"
"6688_at","SPI1"
"6689_at","SPIB"
"6690_at","SPINK1"
"6691_at","SPINK2"
"6692_at","SPINT1"
"6693_at","SPN"
"6694_at","SPP2"
"6695_at","SPOCK1"
"6696_at","SPP1"
"6697_at","SPR"
"6698_at","SPRR1A"
"6699_at","SPRR1B"
"6700_at","SPRR2A"
"6701_at","SPRR2B"
"6703_at","SPRR2D"
"6704_at","SPRR2E"
"6705_at","SPRR2F"
"6706_at","SPRR2G"
"6707_at","SPRR3"
"6708_at","SPTA1"
"6709_at","SPTAN1"
"6710_at","SPTB"
"6711_at_AB_1:9;74:84","SPTBN1"
"6711_at_AB_10:24","SPTBN1"
"6711_at_AB_25:46","SPTBN1"
"6711_at_AB_47:73","SPTBN1"
"6712_at","SPTBN2"
"6713_at","SQLE"
"6714_at","SRC"
"6715_at","SRD5A1"
"6716_at","SRD5A2"
"6717_at_AB_1;16:17;28:55","SRI"
"6717_at_AB_2:15;18:27","SRI"
"6718_at","AKR1D1"
"6720_at","SREBF1"
"6721_at","SREBF2"
"6722_at","SRF"
"6723_at","SRM"
"6725_at","SRMS"
"6727_at","SRP14"
"6728_at","SRP19"
"6729_at","SRP54"
"6730_at_AB_12:22","SRP68"
"6730_at_AB_1:11","SRP68"
"6731_at","SRP72"
"6732_at","SRPK1"
"6733_at_AB_7:14","SRPK2"
"6733_at_AB_1:6;15:20","SRPK2"
"6734_at_AB_1:20","SRPRA"
"6734_at_AB_21:52","SRPRA"
"6736_at","SRY"
"6737_at","TRIM21"
"6738_at_AB_1:16","RO60"
"6738_at_AB_17:38","RO60"
"6741_at","SSB"
"6742_at","SSBP1"
"6744_at_AB_13:14;19:48","ITPRID2"
"6744_at_AB_1:12;15:18","ITPRID2"
"6745_at_AB_1:18","SSR1"
"6745_at_AB_41:73","SSR1"
"6745_at_AB_19:40","SSR1"
"6746_at","SSR2"
"6747_at","SSR3"
"6748_at","SSR4"
"6749_at","SSRP1"
"6750_at","SST"
"6751_at","SSTR1"
"6752_at","SSTR2"
"6753_at","SSTR3"
"6754_at","SSTR4"
"6755_at","SSTR5"
"6756_at","SSX1"
"6758_at","SSX5"
"6760_at_AB_1:29","SS18"
"6760_at_AB_30:57","SS18"
"6764_at","DENND2B"
"6767_at","ST13"
"6768_at","ST14"
"6769_at","STAC"
"6770_at","STAR"
"6772_at_AB_1:16","STAT1"
"6772_at_AB_70:100","STAT1"
"6772_at_AB_17:69","STAT1"
"6773_at_AB_10:30","STAT2"
"6773_at_AB_31:41","STAT2"
"6773_at_AB_1:9","STAT2"
"6774_at","STAT3"
"6775_at","STAT4"
"6776_at","STAT5A"
"6777_at","STAT5B"
"6778_at_AB_1:21","STAT6"
"6778_at_AB_22:39","STAT6"
"6779_at","STATH"
"6780_at","STAU1"
"6781_at","STC1"
"6782_at","HSPA13"
"6783_at","SULT1E1"
"6785_at","ELOVL4"
"6786_at","STIM1"
"6787_at","NEK4"
"6788_at","STK3"
"6789_at_AB_8:46","STK4"
"6789_at_AB_1:7","STK4"
"6790_at","AURKA"
"6792_at","CDKL5"
"6793_at","STK10"
"6794_at","STK11"
"6795_at","AURKC"
"6801_at","STRN"
"6804_at","STX1A"
"6809_at","STX3"
"6810_at","STX4"
"6811_at","STX5"
"6812_at","STXBP1"
"6813_at","STXBP2"
"6814_at","STXBP3"
"6815_at","STYX"
"6819_at","SULT1C2"
"6820_at","SULT2B1"
"6821_at","SUOX"
"6822_at","SULT2A1"
"6827_at","SUPT4H1"
"6829_at","SUPT5H"
"6830_at","SUPT6H"
"6832_at","SUPV3L1"
"6833_at","ABCC8"
"6834_at","SURF1"
"6835_at","SURF2"
"6836_at_AB_27:51","SURF4"
"6836_at_AB_1:26","SURF4"
"6836_at_AB_52:62","SURF4"
"6837_at","MED22"
"6838_at","SURF6"
"6839_at","SUV39H1"
"6840_at","SVIL"
"6843_at","VAMP1"
"6844_at","VAMP2"
"6845_at","VAMP7"
"6847_at","SYCP1"
"6850_at","SYK"
"6853_at","SYN1"
"6854_at","SYN2"
"6855_at","SYP"
"6856_at_AB_11:30","SYPL1"
"6856_at_AB_1:10","SYPL1"
"6857_at","SYT1"
"6860_at","SYT4"
"6861_at","SYT5"
"6862_at","TBXT"
"6863_at","TAC1"
"6865_at","TACR2"
"6866_at","TAC3"
"6867_at_AB_1:38","TACC1"
"6867_at_AB_39:57","TACC1"
"6867_at_AB_58:79","TACC1"
"6868_at","ADAM17"
"6869_at_AB_10:20","TACR1"
"6869_at_AB_1:9","TACR1"
"6870_at","TACR3"
"6871_at","TADA2A"
"6872_at","TAF1"
"6873_at","TAF2"
"6874_at","TAF4"
"6875_at","TAF4B"
"6876_at_AB_1:34","TAGLN"
"6876_at_AB_35:48","TAGLN"
"6877_at","TAF5"
"6878_at","TAF6"
"6879_at","TAF7"
"6880_at","TAF9"
"6881_at","TAF10"
"6882_at","TAF11"
"6883_at","TAF12"
"6884_at","TAF13"
"6885_at_AB_12:62","MAP3K7"
"6885_at_AB_1:11","MAP3K7"
"6886_at","TAL1"
"6887_at","TAL2"
"6888_at","TALDO1"
"6890_at_AB_1:8","TAP1"
"6890_at_AB_9:20","TAP1"
"6891_at","TAP2"
"6892_at_AB_1:25","TAPBP"
"6892_at_AB_37:47","TAPBP"
"6892_at_AB_26:36","TAPBP"
"6894_at","TARBP1"
"6895_at","TARBP2"
"6897_at_AB_1:11","TARS1"
"6897_at_AB_12:30","TARS1"
"6898_at","TAT"
"6899_at_AB_9:30","TBX1"
"6899_at_AB_1:8;31:39","TBX1"
"6900_at","CNTN2"
"6901_at","TAFAZZIN"
"6902_at","TBCA"
"6903_at","TBCC"
"6904_at","TBCD"
"6905_at","TBCE"
"6906_at","SERPINA7"
"6907_at","TBL1X"
"6908_at","TBP"
"6909_at","TBX2"
"6910_at","TBX5"
"6911_at","TBX6"
"6913_at","TBX15"
"6915_at","TBXA2R"
"6916_at_AB_1:12","TBXAS1"
"6916_at_AB_13:22","TBXAS1"
"6917_at","TCEA1"
"6919_at","TCEA2"
"6920_at_AB_11:18","TCEA3"
"6920_at_AB_1:10","TCEA3"
"6921_at","ELOC"
"6923_at","ELOB"
"6924_at_AB_11:21","ELOA"
"6924_at_AB_1:10","ELOA"
"6925_at_AB_33:97","TCF4"
"6925_at_AB_1:32","TCF4"
"6926_at","TBX3"
"6927_at","HNF1A"
"6928_at","HNF1B"
"6929_at_AB_29:38","TCF3"
"6929_at_AB_1:28","TCF3"
"6932_at_AB_14:50","TCF7"
"6932_at_AB_1:13","TCF7"
"6932_at_AB_51:59","TCF7"
"6934_at_AB_30:64","TCF7L2"
"6934_at_AB_1:29","TCF7L2"
"6935_at_AB_1:36","ZEB1"
"6935_at_AB_37:67","ZEB1"
"6936_at_AB_10:28","GCFC2"
"6936_at_AB_1:9","GCFC2"
"6938_at_AB_29:64","TCF12"
"6938_at_AB_1:28;65:76","TCF12"
"6938_at_AB_77:90","TCF12"
"6939_at","TCF15"
"6940_at","ZNF354A"
"6941_at","TCF19"
"6942_at","TCF20"
"6943_at","TCF21"
"6944_at","VPS72"
"6945_at_AB_27:58","MLX"
"6945_at_AB_1:26","MLX"
"6947_at","TCN1"
"6948_at","TCN2"
"6949_at","TCOF1"
"6950_at","TCP1"
"6953_at","TCP10L3"
"6954_at","TCP11"
"6975_at","TECTB"
"6982_at","TRGV8"
"6988_at","TCTA"
"6990_at","DYNLT3"
"6991_at","DYNLT2"
"6992_at","PPP1R11"
"6993_at","DYNLT1"
"6996_at","TDG"
"6998_at","CRIPTO3"
"6999_at","TDO2"
