"probe_id","symbol"
"22904_at","SBNO2"
"22905_at_AB_1:37","EPN2"
"22905_at_AB_38:48","EPN2"
"22906_at_AB_34:65","TRAK1"
"22906_at_AB_1:33","TRAK1"
"22907_at","DHX30"
"22908_at_AB_21:31","SACM1L"
"22908_at_AB_1:20","SACM1L"
"22909_at","FAN1"
"22911_at","WDR47"
"22913_at_AB_10:21","RALY"
"22913_at_AB_1:9","RALY"
"22915_at","MMRN1"
"22916_at","NCBP2"
"22917_at","ZP1"
"22918_at","CD93"
"22919_at","MAPRE1"
"22920_at","KIFAP3"
"22921_at","MSRB2"
"22924_at","MAPRE3"
"22925_at","PLA2R1"
"22926_at","ATF6"
"22927_at","HABP4"
"22928_at","SEPHS2"
"22929_at","SEPHS1"
"22930_at","RAB3GAP1"
"22931_at_AB_1:5;9:39","RAB18"
"22931_at_AB_6:8;40:72","RAB18"
"22933_at","SIRT2"
"22934_at","RPIA"
"22936_at","ELL2"
"22937_at","SCAP"
"22938_at_AB_18:35","SNW1"
"22938_at_AB_1:17","SNW1"
"22941_at_AB_1:20","SHANK2"
"22941_at_AB_21:42","SHANK2"
"22943_at","DKK1"
"22944_at","KIN"
"22948_at_AB_15:25","CCT5"
"22948_at_AB_1:14","CCT5"
"22949_at","PTGR1"
"22950_at","SLC4A1AP"
"22953_at","P2RX2"
"22954_at","TRIM32"
"22955_at","SCMH1"
"22974_at","TPX2"
"22976_at","PAXIP1"
"22977_at","AKR7A3"
"22978_at_AB_1:11","NT5C2"
"22978_at_AB_12:22","NT5C2"
"22979_at","EFR3B"
"22980_at","TCF25"
"22981_at","NINL"
"22982_at_AB_6:38","DIP2C"
"22982_at_AB_1:5","DIP2C"
"22983_at","MAST1"
"22984_at","PDCD11"
"22985_at","ACIN1"
"22986_at","SORCS3"
"22987_at","SV2C"
"22989_at","MYH15"
"22990_at_AB_1:9","PCNX1"
"22990_at_AB_10:43","PCNX1"
"22992_at_AB_12:22","KDM2A"
"22992_at_AB_1:11","KDM2A"
"22993_at","HMGXB3"
"22994_at","CEP131"
"22995_at","CEP152"
"22996_at_AB_10:31","TTC39A"
"22996_at_AB_1:9","TTC39A"
"22998_at_AB_29:78","LIMCH1"
"22998_at_AB_1:28","LIMCH1"
"22999_at","RIMS1"
"23001_at_AB_20:60","WDFY3"
"23001_at_AB_1:19","WDFY3"
"23002_at","DAAM1"
"23005_at","MAPKBP1"
"23007_at","PLCH1"
"23008_at","KLHDC10"
"23011_at","RAB21"
"23012_at_AB_1:22","STK38L"
"23012_at_AB_23:44","STK38L"
"23013_at","SPEN"
"23014_at_AB_23:44","FBXO21"
"23014_at_AB_1:22","FBXO21"
"23015_at","GOLGA8A"
"23016_at","EXOSC7"
"23017_at","FAIM2"
"23019_at","CNOT1"
"23020_at_AB_1:15","SNRNP200"
"23020_at_AB_16:35","SNRNP200"
"23022_at_AB_10:31","PALLD"
"23022_at_AB_1:9","PALLD"
"23023_at","TMCC1"
"23024_at_AB_10:31","PDZRN3"
"23024_at_AB_1:9","PDZRN3"
"23025_at","UNC13A"
"23026_at","MYO16"
"23028_at","KDM1A"
"23029_at","RBM34"
"23030_at","KDM4B"
"23031_at","MAST3"
"23032_at_AB_1:8","USP33"
"23032_at_AB_9:19","USP33"
"23033_at","DOP1A"
"23034_at_AB_26:36","SAMD4A"
"23034_at_AB_1:25","SAMD4A"
"23035_at","PHLPP2"
"23036_at_AB_1:2;12:50","ZNF292"
"23036_at_AB_3:11","ZNF292"
"23037_at_AB_21:55","PDZD2"
"23037_at_AB_10:20","PDZD2"
"23037_at_AB_1:9","PDZD2"
"23038_at","WDTC1"
"23039_at","XPO7"
"23040_at","MYT1L"
"23041_at_AB_1:28","MON2"
"23041_at_AB_29:61","MON2"
"23042_at_AB_23:42","PDXDC1"
"23042_at_AB_1:22","PDXDC1"
"23043_at","TNIK"
"23046_at_AB_1:11","KIF21B"
"23046_at_AB_12:22","KIF21B"
"23047_at","PDS5B"
"23048_at_AB_10:20","FNBP1"
"23048_at_AB_1:9","FNBP1"
"23049_at_AB_1:11","SMG1"
"23049_at_AB_12:22","SMG1"
"23051_at_AB_12:33","ZHX3"
"23051_at_AB_1:11","ZHX3"
"23052_at","ENDOD1"
"23053_at","ZSWIM8"
"23054_at","NCOA6"
"23057_at","NMNAT2"
"23059_at_AB_1:10","CLUAP1"
"23059_at_AB_11:21","CLUAP1"
"23060_at_AB_12:55","ZNF609"
"23060_at_AB_1:11","ZNF609"
"23061_at","TBC1D9B"
"23062_at","GGA2"
"23063_at_AB_21:51","WAPL"
"23063_at_AB_10:20","WAPL"
"23063_at_AB_1:9","WAPL"
"23064_at","SETX"
"23065_at","EMC1"
"23066_at","CAND2"
"23067_at","SETD1B"
"23070_at","CMTR1"
"23071_at","ERP44"
"23072_at","HECW1"
"23074_at","BLTP3B"
"23075_at","SWAP70"
"23076_at","RRP1B"
"23077_at","MYCBP2"
"23078_at_AB_12:22","VWA8"
"23078_at_AB_1:11","VWA8"
"23080_at","AVL9"
"23081_at","KDM4C"
"23082_at","PPRC1"
"23085_at_AB_36:57","ERC1"
"23085_at_AB_1:35","ERC1"
"23086_at_AB_12:22","EXPH5"
"23086_at_AB_1:11","EXPH5"
"23087_at","TRIM35"
"23089_at","PEG10"
"23090_at_AB_22:33","ZNF423"
"23090_at_AB_1:21","ZNF423"
"23091_at","ZC3H13"
"23092_at","ARHGAP26"
"23093_at","TTLL5"
"23094_at","SIPA1L3"
"23095_at_AB_33:53","KIF1B"
"23095_at_AB_1:32;54:64","KIF1B"
"23096_at","IQSEC2"
"23097_at","CDK19"
"23098_at","SARM1"
"23099_at","ZBTB43"
"23101_at","MCF2L2"
"23102_at","TBC1D2B"
"23105_at","FSTL4"
"23107_at","MRPS27"
"23108_at","RAP1GAP2"
"23109_at","DDN"
"23111_at","SPART"
"23112_at_AB_27:93","TNRC6B"
"23112_at_AB_1:26","TNRC6B"
"23113_at","CUL9"
"23114_at_AB_42:52","NFASC"
"23114_at_AB_1:41","NFASC"
"23116_at","TOGARAM1"
"23118_at_AB_1:34","TAB2"
"23118_at_AB_35:40","TAB2"
"23119_at","HIC2"
"23120_at_AB_10:20","ATP10B"
"23120_at_AB_1:9","ATP10B"
"23122_at_AB_30:76","CLASP2"
"23122_at_AB_1:29","CLASP2"
"23125_at","CAMTA2"
"23126_at_AB_12:33","POGZ"
"23126_at_AB_1:11","POGZ"
"23127_at","COLGALT2"
"23129_at","PLXND1"
"23130_at","ATG2A"
"23131_at","GPATCH8"
"23132_at","RAD54L2"
"23133_at","PHF8"
"23135_at","KDM6B"
"23136_at_AB_1:27","EPB41L3"
"23136_at_AB_28:38","EPB41L3"
"23137_at","SMC5"
"23138_at","N4BP3"
"23139_at","MAST2"
"23140_at","ZZEF1"
"23141_at","ANKLE2"
"23142_at_AB_21:53","DCUN1D4"
"23142_at_AB_1:20","DCUN1D4"
"23143_at","LRCH1"
"23144_at","ZC3H3"
"23145_at","SSPOP"
"23148_at","NACAD"
"23149_at","FCHO1"
"23150_at","FRMD4B"
"23151_at","GRAMD4"
"23152_at","CIC"
"23154_at","NCDN"
"23155_at","CLCC1"
"23157_at","SEPTIN6"
"23158_at","TBC1D9"
"23160_at","WDR43"
"23161_at_AB_34:44","SNX13"
"23161_at_AB_1:33","SNX13"
"23162_at","MAPK8IP3"
"23163_at","GGA3"
"23164_at","MPRIP"
"23165_at_AB_12:25","NUP205"
"23165_at_AB_1:11","NUP205"
"23166_at_AB_9:17","STAB1"
"23166_at_AB_1:8","STAB1"
"23167_at_AB_3:9","EFR3A"
"23167_at_AB_1:2;10:20","EFR3A"
"23168_at","RTF1"
"23169_at","SLC35D1"
"23170_at","TTLL12"
"23171_at","GPD1L"
"23172_at","ABRAXAS2"
"23173_at_AB_10:20","METAP1"
"23173_at_AB_1:9","METAP1"
"23174_at_AB_12:22","ZCCHC14"
"23174_at_AB_1:11","ZCCHC14"
"23175_at_AB_10:32","LPIN1"
"23175_at_AB_1:9","LPIN1"
"23176_at_AB_12:32","SEPTIN8"
"23176_at_AB_33:43","SEPTIN8"
"23176_at_AB_1:11","SEPTIN8"
"23177_at_AB_16:46","CEP68"
"23177_at_AB_1:15","CEP68"
"23178_at_AB_10:19","PASK"
"23178_at_AB_1:9","PASK"
"23179_at","RGL1"
"23180_at","RFTN1"
"23181_at","DIP2A"
"23184_at","MESD"
"23185_at_AB_1:22","LARP4B"
"23185_at_AB_23:33","LARP4B"
"23186_at","RCOR1"
"23187_at","PHLDB1"
"23189_at","KANK1"
"23190_at_AB_11:43","UBXN4"
"23190_at_AB_1:10","UBXN4"
"23191_at","CYFIP1"
"23192_at_AB_32:46","ATG4B"
"23192_at_AB_1:31","ATG4B"
"23193_at_AB_2:11","GANAB"
"23193_at_AB_1;12:37","GANAB"
"23194_at","FBXL7"
"23195_at","MDN1"
"23196_at","FAM120A"
"23197_at","FAF2"
"23198_at_AB_1:9;32:63","PSME4"
"23198_at_AB_10:31","PSME4"
"23199_at","GSE1"
"23200_at_AB_1:9;58:79","ATP11B"
"23200_at_AB_19:36","ATP11B"
"23200_at_AB_10:18;37:57","ATP11B"
"23201_at","FAM168A"
"23203_at","PMPCA"
"23204_at_AB_1:11","ARL6IP1"
"23204_at_AB_12:25","ARL6IP1"
"23205_at_AB_1:5","ACSBG1"
"23205_at_AB_6:21","ACSBG1"
"23207_at","PLEKHM2"
"23208_at","SYT11"
"23209_at","MLC1"
"23210_at","JMJD6"
"23211_at","ZC3H4"
"23212_at","RRS1"
"23213_at","SULF1"
"23214_at","XPO6"
"23215_at_AB_1:19","PRRC2C"
"23215_at_AB_20:51","PRRC2C"
"23216_at_AB_17:32","TBC1D1"
"23216_at_AB_1:16","TBC1D1"
"23216_at_AB_33:52","TBC1D1"
"23217_at","ZFR2"
"23218_at","NBEAL2"
"23219_at","FBXO28"
"23220_at","DTX4"
"23221_at","RHOBTB2"
"23223_at","RRP12"
"23224_at_AB_9:44","SYNE2"
"23224_at_AB_1:8","SYNE2"
"23225_at","NUP210"
"23228_at","PLCL2"
"23229_at_AB_1:21","ARHGEF9"
"23229_at_AB_22:32","ARHGEF9"
"23230_at_AB_1:11;23:33","VPS13A"
"23230_at_AB_12:22","VPS13A"
"23231_at_AB_10:31","SEL1L3"
"23231_at_AB_1:9","SEL1L3"
"23232_at","TBC1D12"
"23233_at_AB_22:30","EXOC6B"
"23233_at_AB_1:21","EXOC6B"
"23234_at","DNAJC9"
"23235_at","SIK2"
"23236_at_AB_1:21","PLCB1"
"23236_at_AB_22:32","PLCB1"
"23237_at","ARC"
"23239_at","PHLPP1"
"23240_at","TMEM131L"
"23241_at","PACS2"
"23242_at","COBL"
"23243_at_AB_1:20","ANKRD28"
"23243_at_AB_21:42","ANKRD28"
"23244_at","PDS5A"
"23245_at","ASTN2"
"23246_at","BOP1"
"23247_at","KATNIP"
"23248_at_AB_1:22","RPRD2"
"23248_at_AB_23:33","RPRD2"
"23250_at","ATP11A"
"23251_at","MINAR1"
"23252_at","OTUD3"
"23253_at_AB_1:10","ANKRD12"
"23253_at_AB_11:43","ANKRD12"
"23254_at","KAZN"
"23255_at","MTCL1"
"23256_at","SCFD1"
"23258_at","DENND5A"
"23259_at_AB_20:39","DDHD2"
"23259_at_AB_1:19","DDHD2"
"23261_at_AB_18:60","CAMTA1"
"23261_at_AB_1:17","CAMTA1"
"23262_at_AB_10:32","PPIP5K2"
"23262_at_AB_1:9","PPIP5K2"
"23263_at","MCF2L"
"23264_at","ZC3H7B"
"23265_at","EXOC7"
"23266_at","ADGRL2"
"23268_at","DNMBP"
"23269_at_AB_12:31","MGA"
"23269_at_AB_1:11","MGA"
"23270_at","TSPYL4"
"23271_at_AB_23:33","CAMSAP2"
"23271_at_AB_1:22","CAMSAP2"
"23272_at_AB_12:32","TASOR"
"23272_at_AB_1:11","TASOR"
"23274_at","CLEC16A"
"23275_at","POFUT2"
"23276_at_AB_1:21","KLHL18"
"23276_at_AB_22:32","KLHL18"
"23277_at","CLUH"
"23279_at","NUP160"
"23281_at","MTUS2"
"23283_at","CSTF2T"
"23284_at_AB_1:11","ADGRL3"
"23284_at_AB_12:33","ADGRL3"
"23286_at","WWC1"
"23287_at","AGTPBP1"
"23288_at","IQCE"
"23291_at","FBXW11"
"23293_at","SMG6"
"23294_at","ANKS1A"
"23295_at","MGRN1"
"23299_at","BICD2"
"23300_at","ATMIN"
"23301_at_AB_11:21","EHBP1"
"23301_at_AB_1:10","EHBP1"
"23301_at_AB_22:32","EHBP1"
"23302_at","WSCD1"
"23303_at_AB_12:22","KIF13B"
"23303_at_AB_1:11","KIF13B"
"23304_at","UBR2"
"23305_at","ACSL6"
"23306_at","NEMP1"
"23307_at","FKBP15"
"23309_at_AB_20:45","SIN3B"
"23309_at_AB_9:19","SIN3B"
"23309_at_AB_1:8","SIN3B"
"23310_at","NCAPD3"
"23312_at_AB_12:33","DMXL2"
"23312_at_AB_1:11","DMXL2"
"23313_at","KIAA0930"
"23314_at","SATB2"
"23315_at","SLC9A8"
"23316_at","CUX2"
"23317_at","DNAJC13"
"23318_at_AB_1:7","TUT4"
"23318_at_AB_8:18","TUT4"
"23321_at_AB_12:33","TRIM2"
"23321_at_AB_1:11","TRIM2"
"23322_at","RPGRIP1L"
"23324_at","MAN2B2"
"23325_at_AB_3:9","WASHC4"
"23325_at_AB_1:2;10:31","WASHC4"
"23326_at_AB_1:7","USP22"
"23326_at_AB_8:25","USP22"
"23327_at_AB_35:62","NEDD4L"
"23327_at_AB_1:34","NEDD4L"
"23328_at","SASH1"
"23329_at","TBC1D30"
"23331_at","TTC28"
"23332_at","CLASP1"
"23333_at","DPY19L1"
"23334_at","SZT2"
"23335_at","WDR7"
"23336_at","SYNM"
"23338_at_AB_1:40","JADE2"
"23338_at_AB_41:62","JADE2"
"23339_at","VPS39"
"23341_at","DNAJC16"
"23344_at","ESYT1"
"23345_at_AB_11:21","SYNE1"
"23345_at_AB_1:10","SYNE1"
"23347_at","SMCHD1"
"23348_at","DOCK9"
"23349_at","PHF24"
"23350_at_AB_12:29","U2SURP"
"23350_at_AB_1:11","U2SURP"
"23351_at_AB_1:22","KHNYN"
"23351_at_AB_23:33","KHNYN"
"23352_at","UBR4"
"23353_at_AB_1:26","SUN1"
"23353_at_AB_27:46","SUN1"
"23354_at","HAUS5"
"23355_at","VPS8"
"23357_at","ANGEL1"
"23358_at","USP24"
"23359_at","ENTREP2"
"23360_at","FNBP4"
"23361_at","ZNF629"
"23362_at_AB_1:43","PSD3"
"23362_at_AB_44:54","PSD3"
"23363_at","OBSL1"
"23365_at","ARHGEF12"
"23366_at_AB_25:46","MATCAP2"
"23366_at_AB_1:24","MATCAP2"
"23367_at","LARP1"
"23368_at","PPP1R13B"
"23369_at_AB_16:26","PUM2"
"23369_at_AB_1:15","PUM2"
"23370_at","ARHGEF18"
"23371_at","TNS2"
"23373_at","CRTC1"
"23376_at","UFL1"
"23378_at","RRP8"
"23379_at","ICE1"
"23380_at","SRGAP2"
"23381_at","SMG5"
"23382_at_AB_11:21","AHCYL2"
"23382_at_AB_1:10","AHCYL2"
"23383_at","MAU2"
"23384_at","SPECC1L"
"23385_at_AB_1:17","NCSTN"
"23385_at_AB_18:28","NCSTN"
"23386_at_AB_25:57","NUDCD3"
"23386_at_AB_1:24;58:68","NUDCD3"
"23387_at","SIK3"
"23389_at","MED13L"
"23390_at","ZDHHC17"
"23392_at_AB_1:9","ECPAS"
"23392_at_AB_10:20","ECPAS"
"23394_at","ADNP"
"23395_at","LARS2"
"23396_at","PIP5K1C"
"23397_at","NCAPH"
"23398_at","PPWD1"
"23399_at","CTDNEP1"
"23400_at","ATP13A2"
"23401_at","FRAT2"
"23403_at","FBXO46"
"23404_at","EXOSC2"
"23405_at","DICER1"
"23406_at_AB_1:11","COTL1"
"23406_at_AB_12:18","COTL1"
"23408_at","SIRT5"
"23409_at","SIRT4"
"23410_at","SIRT3"
"23411_at","SIRT1"
"23412_at","COMMD3"
"23413_at","NCS1"
"23414_at","ZFPM2"
"23415_at","KCNH4"
"23416_at","KCNH3"
"23417_at","MLYCD"
"23418_at","CRB1"
"23421_at","ITGB3BP"
"23423_at_AB_1:36","TMED3"
"23423_at_AB_37:53","TMED3"
"23424_at","TDRD7"
"23426_at","GRIP1"
"23428_at_AB_1:27","SLC7A8"
"23428_at_AB_28:38","SLC7A8"
"23429_at","RYBP"
"23430_at","TPSD1"
"23431_at","AP4E1"
"23432_at","GPR161"
"23433_at","RHOQ"
"23434_at","LINC01565"
"23435_at_AB_1:6","TARDBP"
"23435_at_AB_7:17","TARDBP"
"23438_at","HARS2"
"23439_at","ATP1B4"
"23440_at","OTP"
"23443_at","SLC35A3"
"23446_at","SLC44A1"
"23450_at_AB_1:22","SF3B3"
"23450_at_AB_23:31","SF3B3"
"23451_at_AB_1:19","SF3B1"
"23451_at_AB_20:29","SF3B1"
"23452_at","ANGPTL2"
"23456_at","ABCB10"
"23457_at","ABCB9"
"23460_at","ABCA6"
"23461_at_AB_11:26","ABCA5"
"23461_at_AB_1:10","ABCA5"
"23462_at","HEY1"
"23463_at_AB_11:21","ICMT"
"23463_at_AB_1:10","ICMT"
"23464_at","GCAT"
"23466_at","CBX6"
"23467_at","NPTXR"
"23468_at_AB_10:48","CBX5"
"23468_at_AB_1:9","CBX5"
"23469_at_AB_1:25","PHF3"
"23469_at_AB_26:47","PHF3"
"23471_at","TRAM1"
"23473_at","CAPN7"
"23474_at","ETHE1"
"23475_at","QPRT"
"23476_at_AB_12:31","BRD4"
"23476_at_AB_1:11;32:42","BRD4"
"23478_at_AB_1:20","SEC11A"
"23478_at_AB_21:35","SEC11A"
"23479_at","ISCU"
"23480_at","SEC61G"
"23481_at","PES1"
"23483_at","TGDS"
"23484_at_AB_1:11","LEPROTL1"
"23484_at_AB_12:33","LEPROTL1"
"23491_at","CES3"
"23492_at_AB_10:20","CBX7"
"23492_at_AB_1:9","CBX7"
"23493_at","HEY2"
"23495_at","TNFRSF13B"
"23498_at","HAAO"
"23499_at","MACF1"
"23500_at","DAAM2"
"23503_at","ZFYVE26"
"23504_at_AB_1:9","RIMBP2"
"23504_at_AB_10:20","RIMBP2"
"23505_at","TMEM131"
"23506_at","BICRAL"
"23507_at","LRRC8B"
"23508_at","TTC9"
"23509_at","POFUT1"
"23510_at","KCTD2"
"23511_at","NUP188"
"23512_at_AB_12:30","SUZ12"
"23512_at_AB_1:11","SUZ12"
"23513_at","SCRIB"
"23514_at_AB_38:89","SPIDR"
"23514_at_AB_1:37","SPIDR"
"23515_at_AB_8:22","MORC3"
"23515_at_AB_1:7","MORC3"
"23516_at_AB_6:14","SLC39A14"
"23516_at_AB_26:36","SLC39A14"
"23516_at_AB_15:25","SLC39A14"
"23516_at_AB_1:5","SLC39A14"
"23517_at","MTREX"
"23518_at","R3HDM1"
"23519_at","ANP32D"
"23520_at","ANP32CP"
"23521_at","RPL13A"
"23522_at","KAT6B"
"23523_at","CABIN1"
"23524_at_AB_1:7","SRRM2"
"23524_at_AB_8:32","SRRM2"
"23526_at","ARHGAP45"
"23527_at_AB_1:10","ACAP2"
"23527_at_AB_11:21","ACAP2"
"23528_at","ZNF281"
"23529_at","CLCF1"
"23530_at","NNT"
"23531_at_AB_7:20","MMD"
"23531_at_AB_1:6","MMD"
"23532_at","PRAME"
"23533_at_AB_1:11","PIK3R5"
"23533_at_AB_12:22","PIK3R5"
"23534_at","TNPO3"
"23536_at","ADAT1"
"23538_at","OR52A1"
"23539_at","SLC16A8"
"23541_at","SEC14L2"
"23542_at","MAPK8IP2"
"23543_at_AB_1:37","RBFOX2"
"23543_at_AB_38:76","RBFOX2"
"23544_at","SEZ6L"
"23545_at","ATP6V0A2"
"23546_at","SYNGR4"
"23547_at","LILRA4"
"23548_at_AB_12:22","TTC33"
"23548_at_AB_1:11","TTC33"
"23549_at","DNPEP"
"23550_at","PSD4"
"23551_at","RASD2"
"23552_at","CDK20"
"23553_at","HYAL4"
"23554_at","TSPAN12"
"23555_at","TSPAN15"
"23556_at","PIGN"
"23557_at","SNAPIN"
"23558_at_AB_22:44","WBP2"
"23558_at_AB_1:21","WBP2"
"23560_at","GTPBP4"
"23562_at","CLDN14"
"23563_at","CHST5"
"23564_at","DDAH2"
"23566_at","LPAR3"
"23567_at","ZNF346"
"23568_at","ARL2BP"
"23569_at","PADI4"
"23576_at","DDAH1"
"23580_at","CDC42EP4"
"23581_at","CASP14"
"23582_at","CCNDBP1"
"23583_at","SMUG1"
"23584_at","VSIG2"
"23585_at_AB_1:22","TMEM50A"
"23585_at_AB_23:35","TMEM50A"
"23586_at","RIGI"
"23587_at","ELP5"
"23588_at","KLHDC2"
"23589_at_AB_1:11","CARHSP1"
"23589_at_AB_12:22","CARHSP1"
"23590_at","PDSS1"
"23591_at","FAM215A"
"23592_at_AB_12:21","LEMD3"
"23592_at_AB_1:11;22:33","LEMD3"
"23593_at","HEBP2"
"23594_at","ORC6"
"23595_at","ORC3"
"23596_at","OPN3"
"23597_at_AB_25:29","ACOT9"
"23597_at_AB_1:24","ACOT9"
"23598_at","PATZ1"
"23600_at","AMACR"
"23601_at","CLEC5A"
"23603_at_AB_41:51","CORO1C"
"23603_at_AB_1:40","CORO1C"
"23604_at","DAPK2"
"23607_at","CD2AP"
"23608_at_AB_23:33","MKRN1"
"23608_at_AB_1:22;34:41","MKRN1"
"23609_at","MKRN2"
"23612_at","PHLDA3"
"23613_at","ZMYND8"
"23614_at","PPY2P"
"23615_at","PYY2"
"23616_at","SH3BP1"
"23617_at","TSSK2"
"23619_at","ZIM2"
"23620_at","NTSR2"
"23621_at_AB_49:59","BACE1"
"23621_at_AB_1:48","BACE1"
"23623_at","RUSC1"
"23624_at","CBLC"
"23625_at","FAM89B"
"23626_at","SPO11"
"23627_at","PRND"
"23629_at","BRD7P3"
"23630_at","KCNE5"
"23632_at","CA14"
"23633_at","KPNA6"
"23635_at","SSBP2"
"23636_at","NUP62"
"23637_at","RABGAP1"
"23639_at","DNAAF11"
"23640_at","HSPBP1"
"23641_at","LDOC1"
"23642_at","SNHG1"
"23643_at","LY96"
"23644_at","EDC4"
"23645_at","PPP1R15A"
"23646_at","PLD3"
"23647_at","ARFIP2"
"23648_at","SSBP3"
"23649_at","POLA2"
"23650_at_AB_1:11","TRIM29"
"23650_at_AB_22:51","TRIM29"
"23650_at_AB_12:21","TRIM29"
"23654_at_AB_1:9","PLXNB2"
"23654_at_AB_10:36","PLXNB2"
"23657_at_AB_1:11","SLC7A11"
"23657_at_AB_12:33","SLC7A11"
"23658_at_AB_8:17","LSM5"
"23658_at_AB_1:7","LSM5"
"23659_at","PLA2G15"
"23660_at","ZKSCAN5"
"23670_at_AB_1:30","CEMIP2"
"23670_at_AB_31:60","CEMIP2"
"23671_at","TMEFF2"
"23673_at","STX12"
"23676_at","SMPX"
"23677_at","SH3BP4"
"23682_at","RAB38"
"23683_at","PRKD3"
"23704_at","KCNE4"
"23705_at_AB_1:43","CADM1"
"23705_at_AB_44:54","CADM1"
"23708_at","GSPT2"
"23710_at","GABARAPL1"
"23729_at","SHPK"
"23731_at_AB_1:10","TMEM245"
"23731_at_AB_11:54","TMEM245"
"23732_at","FRRS1L"
"23738_at","OFD1P17"
"23741_at","EID1"
"23742_at","NPAP1"
"23743_at","BHMT2"
"23746_at","AIPL1"
"23753_at","SDF2L1"
"23759_at","PPIL2"
"23760_at","PITPNB"
"23761_at_AB_24:34","PISD"
"23761_at_AB_1:23","PISD"
"23762_at","OSBP2"
"23764_at","MAFF"
"23765_at","IL17RA"
"23766_at","GABARAPL3"
"23767_at","FLRT3"
"23768_at","FLRT2"
"23769_at","FLRT1"
"23770_at","FKBP8"
"23774_at","BRD1"
"23780_at","APOL2"
"23786_at_AB_1:32","BCL2L13"
"23786_at_AB_33:56","BCL2L13"
"23787_at","MTCH1"
"23788_at_AB_10:20","MTCH2"
"23788_at_AB_1:9","MTCH2"
"24137_at","KIF4A"
"24138_at","IFIT5"
"24139_at","EML2"
"24140_at","FTSJ1"
"24141_at","LAMP5"
"24142_at","NAA80"
"24144_at","TFIP11"
"24145_at","PANX1"
"24146_at","CLDN15"
"24147_at","FJX1"
"24148_at","PRPF6"
"24149_at","ZNF318"
"25758_at","KIAA1549L"
"25759_at","SHC2"
"25763_at","H2AP"
"25766_at","PRPF40B"
"25769_at","SLC24A2"
"25770_at","C22orf31"
"25771_at_AB_1:30","TBC1D22A"
"25771_at_AB_31:41","TBC1D22A"
"25775_at","YWHAH-AS1"
"25776_at","CBY1"
"25777_at_AB_1:19","SUN2"
"25777_at_AB_20:48","SUN2"
"25778_at","DSTYK"
"25780_at","RASGRP3"
"25782_at","RAB3GAP2"
"25788_at","RAD54B"
"25789_at","TMEM59L"
"25790_at","CFAP45"
"25791_at","NGEF"
"25792_at","CIZ1"
"25793_at","FBXO7"
"25794_at","FSCN2"
"25796_at","PGLS"
"25797_at","QPCT"
"25798_at","BRI3"
"25799_at","ZNF324"
"25800_at_AB_21:31","SLC39A6"
"25800_at_AB_1:20","SLC39A6"
"25801_at","GCA"
"25802_at","LMOD1"
"25803_at","SPDEF"
"25804_at","LSM4"
"25805_at","BAMBI"
"25806_at","VAX2"
"25807_at","RHBDD3"
"25809_at","TTLL1"
"25813_at","SAMM50"
"25814_at","ATXN10"
"25816_at","TNFAIP8"
"25817_at","TAFA5"
"25818_at","KLK5"
"25819_at","NOCT"
"25820_at_AB_1:11","ARIH1"
"25820_at_AB_12:22","ARIH1"
"25821_at","MTO1"
"25822_at","DNAJB5"
"25823_at","TPSG1"
"25824_at","PRDX5"
"25825_at","BACE2"
"25827_at_AB_1:11;34:41","FBXL2"
"25827_at_AB_12:33","FBXL2"
"25828_at","TXN2"
"25829_at","TMEM184B"
"25830_at","SULT4A1"
"25831_at","HECTD1"
"25833_at_AB_1:30","POU2F3"
"25833_at_AB_31:44","POU2F3"
"25834_at","MGAT4C"
"25836_at_AB_1:3","NIPBL"
"25836_at_AB_11:32","NIPBL"
"25837_at","RAB26"
"25839_at","COG4"
"25840_at_AB_1:11;22:32","TMT1A"
"25840_at_AB_12:21","TMT1A"
"25841_at","ABTB2"
"25842_at","ASF1A"
"25844_at","YIPF3"
"25847_at","ANAPC13"
"25849_at","PARM1"
"25850_at","ZNF345"
"25851_at","TECPR1"
"25852_at_AB_9:29","ARMC8"
"25852_at_AB_30:57","ARMC8"
"25852_at_AB_1:8","ARMC8"
"25853_at_AB_2:8","DCAF12"
"25853_at_AB_1;9:22","DCAF12"
"25854_at_AB_1:8","FAM149A"
"25854_at_AB_9:17","FAM149A"
"25855_at","BRMS1"
"25861_at","WHRN"
"25862_at","USP49"
"25864_at","ABHD14A"
"25865_at","PRKD2"
"25870_at","SUMF2"
"25871_at_AB_57:67","NEPRO"
"25871_at_AB_1:56","NEPRO"
"25873_at","RPL36"
"25874_at_AB_1:22","MPC2"
"25874_at_AB_23:31","MPC2"
"25875_at_AB_25:45","LETMD1"
"25875_at_AB_1:24","LETMD1"
"25876_at","SPEF1"
"25878_at","MXRA5"
"25879_at","DCAF13"
"25880_at","TMEM186"
"25884_at","CHRDL2"
"25885_at","POLR1A"
"25886_at","POC1A"
"25888_at","ZNF473"
"25890_at_AB_10:20","ABI3BP"
"25890_at_AB_1:9","ABI3BP"
"25891_at","PAMR1"
"25893_at","TRIM58"
"25894_at","PLEKHG4"
"25895_at","EEF1AKMT3"
"25896_at_AB_19:27","INTS7"
"25896_at_AB_1:18","INTS7"
"25897_at","RNF19A"
"25898_at_AB_1:11","RCHY1"
"25898_at_AB_12:22","RCHY1"
"25900_at","IFFO1"
"25901_at","CCDC28A"
"25902_at_AB_10:28","MTHFD1L"
"25902_at_AB_1:9","MTHFD1L"
